Player,G,PP,POS,SCR,AST,GLS,BLK,+/-,Cmp,Cmp%,Y,TY,RY,OEFF,HA,T,S,D,C,Hck,Hck%,Pul,OPP,DPP,MP,Team,Year,team_avg_min,SCR_adj,BLK_adj,+/-_adj,Y_adj,HA_adj,Cmp_adj,AST_adj,GLS_adj,T_adj,TY_adj,RY_adj,SCR_Z,BLK_Z,PM_Z,Y/CMP_Z,HA_Z,CMP_Z,AST_Z,GLS_Z,T_Z,RY_Z,TY_Z,OEFF_Z,Offensive_Value,Score
Sean Wiles,8,128,155,11,3,8,0,10,100,99.01,1538,154,1384,64.52,13,1,0,0,0,2,100.00,0,126,2,150,flyers,2025,175.0,0.76,0.16,0.66,66.99,0.39,4.75,0.36,0.39,0.26,28.37,38.65,-0.64,-1.27,-0.62,-0.19,0.38,-0.26,-0.72,-0.34,-0.9,0.52,-0.73,1.51,0.2,0.185
John Wellers,10,156,70,4,1,3,8,9,21,91.3,284,-11,295,62.86,2,2,0,1,0,0,--,0,1,155,170,flyers,2025,175.0,1.52,0.44,1.39,126.19,0.69,9.08,0.75,0.77,0.56,58.32,67.93,-1.03,0.59,-0.69,-0.99,-0.89,-0.89,-0.9,-0.87,-0.76,-0.82,-0.89,1.34,-0.39,-0.384
Christian Belus,3,48,33,6,1,5,3,7,12,85.71,207,17,190,51.52,0,2,0,0,0,0,--,0,6,42,51,flyers,2025,175.0,3.05,0.74,2.68,247.03,1.32,17.68,1.47,1.58,1.11,115.84,131.32,-0.92,-0.57,-0.83,-1.04,-1.12,-0.96,-0.9,-0.66,-0.76,-0.94,-0.86,0.14,-0.4,-0.216
Suhas Madiraju,10,164,100,7,3,4,3,7,108,96.43,504,396,108,57.0,4,3,0,0,1,1,100.00,1,15,149,203,flyers,2025,175.0,1.11,0.27,0.97,92.23,0.51,7.31,0.55,0.56,0.41,45.53,46.74,-0.86,-0.57,-0.83,-0.85,-0.66,-0.19,-0.72,-0.76,-0.62,-1.04,-0.48,0.72,-0.39,-0.42
Angelo Olcese,8,114,73,8,7,1,2,6,78,95.12,622,527,95,49.32,5,4,0,0,0,1,50.00,0,9,105,142,flyers,2025,175.0,1.51,0.35,1.29,125.67,0.71,9.46,0.79,0.72,0.56,62.97,62.76,-0.81,-0.81,-0.9,-0.77,-0.54,-0.43,-0.36,-1.08,-0.49,-1.06,-0.35,-0.09,-0.24,-0.216
Walker Matthews,5,49,30,6,4,2,1,5,18,90.0,430,145,285,50.0,1,2,0,0,0,2,100.00,21,5,44,57,flyers,2025,175.0,3.31,0.74,2.86,274.57,1.46,19.37,1.69,1.63,1.2,129.43,145.29,-0.92,-1.04,-0.98,-0.9,-1.0,-0.91,-0.63,-0.97,-0.76,-0.83,-0.74,-0.02,-0.3,-0.171
Daan De Marrée,10,215,251,78,33,45,19,83,273,95.79,5168,1933,3235,59.36,29,11,0,3,0,5,55.56,4,157,58,233,union,2025,166.0,0.73,0.17,0.7,56.05,0.31,3.64,0.34,0.39,0.2,24.68,31.39,3.16,3.16,4.56,2.12,2.23,1.13,1.99,3.54,0.47,2.79,1.06,0.97,1.98,2.346
Benjamin Preiss,12,234,255,54,16,38,11,55,138,93.88,3126,651,2475,62.75,13,7,0,3,0,3,75.00,0,160,74,245,union,2025,166.0,0.63,0.14,0.58,47.33,0.24,3.07,0.27,0.36,0.18,19.37,27.98,1.8,1.29,2.57,0.82,0.38,0.05,0.46,2.8,-0.08,1.86,-0.23,1.33,0.81,0.984
Pawel Janas,10,156,132,32,29,3,1,28,228,95.4,1887,1550,337,61.36,13,5,0,0,0,4,44.44,71,33,123,182,union,2025,166.0,1.04,0.19,0.9,80.78,0.46,6.48,0.61,0.42,0.33,43.32,37.5,0.55,-1.04,0.66,0.03,0.38,0.77,1.63,-0.87,-0.35,-0.76,0.68,1.18,0.69,0.722
William Wettengel,8,161,113,18,10,8,15,28,63,90.0,1292,390,902,59.29,3,5,0,0,0,2,40.00,6,17,144,182,union,2025,166.0,1.08,0.34,1.04,88.75,0.45,6.13,0.55,0.53,0.38,40.47,48.32,-0.24,2.23,0.66,-0.35,-0.77,-0.55,-0.08,-0.34,-0.35,-0.07,-0.49,0.96,-0.19,-0.199
Xavier Payne,10,208,174,32,26,6,15,27,306,92.17,2373,2292,81,55.17,16,19,0,1,1,13,59.09,152,27,181,238,union,2025,166.0,0.79,0.22,0.68,64.54,0.37,5.4,0.45,0.34,0.33,37.3,27.27,0.55,2.23,0.59,0.34,0.73,1.4,1.36,-0.55,1.56,-1.08,1.42,0.53,-0.29,-0.347
Gabe Schoepke,6,100,92,18,4,14,7,22,14,100.0,663,43,620,52.17,2,0,0,3,0,0,--,1,0,100,118,union,2025,166.0,1.32,0.33,1.21,101.47,0.54,6.95,0.61,0.71,0.41,45.65,55.88,-0.24,0.36,0.23,-0.75,-0.89,-0.95,-0.63,0.29,-1.03,-0.42,-0.84,0.21,0.15,0.126
Jake Rubin-Miller,11,178,147,16,5,11,9,21,54,94.74,809,210,599,61.9,8,3,0,1,1,1,100.00,0,4,174,222,union,2025,166.0,0.83,0.22,0.76,65.72,0.38,4.7,0.39,0.43,0.28,30.23,35.52,-0.35,0.83,0.16,-0.65,-0.19,-0.63,-0.54,-0.03,-0.62,-0.44,-0.67,1.24,0.09,0.104
Tim Schoch,7,142,111,12,5,7,11,21,58,98.31,572,167,405,56.76,3,0,1,2,0,0,--,0,15,127,156,union,2025,166.0,1.05,0.31,1.0,84.07,0.46,6.19,0.52,0.53,0.34,39.24,44.87,-0.58,1.29,0.16,-0.81,-0.77,-0.59,-0.54,-0.45,-1.03,-0.68,-0.71,0.69,-0.01,-0.01
Brandon Van Deusen,12,202,264,30,26,4,4,19,358,95.47,3804,3110,694,56.44,28,14,0,1,0,11,78.57,2,188,14,228,union,2025,166.0,0.52,0.11,0.42,48.27,0.29,3.78,0.3,0.22,0.2,27.86,20.42,0.44,-0.34,0.02,1.25,2.11,1.81,1.36,-0.76,0.87,-0.33,2.25,0.66,0.84,0.984
Jesse Johnson,8,116,86,17,5,12,10,19,39,90.7,785,143,642,61.63,7,4,0,4,0,0,0.00,0,1,115,132,union,2025,166.0,1.4,0.38,1.25,109.51,0.63,7.68,0.66,0.74,0.48,49.76,59.8,-0.3,1.06,0.02,-0.67,-0.31,-0.75,-0.54,0.08,-0.49,-0.39,-0.74,1.21,-0.0,-0.0
Wilson Matthews,10,147,197,21,1,20,2,19,70,97.22,1489,15,1474,51.27,8,2,0,2,0,0,--,0,139,8,179,union,2025,166.0,0.65,0.13,0.56,52.82,0.29,3.61,0.28,0.37,0.21,21.78,31.06,-0.07,-0.81,0.02,-0.22,-0.19,-0.5,-0.9,0.91,-0.76,0.63,-0.87,0.12,0.13,0.135
Jeff Gao,8,118,83,14,6,8,4,18,67,100.0,679,316,363,60.24,6,0,0,0,0,0,--,0,0,118,138,union,2025,166.0,1.41,0.33,1.28,112.03,0.64,8.26,0.69,0.72,0.45,53.42,58.67,-0.47,-0.34,-0.05,-0.74,-0.43,-0.52,-0.45,-0.34,-1.03,-0.73,-0.56,1.06,0.21,0.191
Jack Shanahan,11,177,222,26,14,12,3,18,166,93.79,2563,1180,1383,56.31,18,9,1,2,0,6,60.00,2,168,9,197,union,2025,166.0,0.6,0.12,0.5,51.73,0.3,3.64,0.3,0.3,0.22,24.52,27.24,0.21,-0.57,-0.05,0.46,0.96,0.27,0.28,0.08,0.19,0.52,0.3,0.65,0.39,0.425
Kyle Rutledge,8,136,174,24,9,15,7,17,170,90.91,2033,1149,884,54.6,10,11,0,3,0,2,33.33,0,109,27,156,union,2025,166.0,0.75,0.18,0.63,62.64,0.34,4.64,0.36,0.39,0.28,30.92,31.75,0.1,0.36,-0.12,0.13,0.04,0.31,-0.17,0.39,0.47,-0.09,0.27,0.47,-0.25,-0.242
Jake Steslicki,8,131,102,12,7,5,4,15,116,98.31,502,239,263,60.78,7,1,0,0,0,0,--,1,4,127,156,union,2025,166.0,1.14,0.27,1.03,90.49,0.53,7.25,0.58,0.56,0.38,43.21,47.32,-0.58,-0.34,-0.27,-0.85,-0.31,-0.13,-0.36,-0.66,-0.9,-0.85,-0.64,1.12,-0.04,-0.039
Sam Kaminsky,7,103,138,15,9,6,1,14,131,100.0,1269,823,446,60.14,12,0,0,2,0,0,--,1,95,8,107,union,2025,166.0,0.87,0.18,0.76,73.07,0.43,5.53,0.45,0.43,0.28,36.42,36.69,-0.41,-1.04,-0.34,-0.36,0.27,-0.01,-0.17,-0.55,-1.03,-0.63,-0.05,1.05,0.56,0.45
Jeff Weis,8,163,122,8,0,8,7,13,101,99.02,639,272,367,53.28,10,0,0,2,0,0,--,0,27,136,174,union,2025,166.0,0.93,0.25,0.85,77.31,0.47,5.99,0.43,0.5,0.31,36.67,40.69,-0.81,0.36,-0.41,-0.76,0.04,-0.25,-0.99,-0.34,-1.03,-0.73,-0.61,0.33,0.11,0.113
Nate Astrom,5,63,74,12,5,7,5,12,29,87.88,779,221,558,60.81,3,3,0,2,0,1,33.33,1,40,23,76,union,2025,166.0,1.54,0.38,1.35,126.06,0.67,8.72,0.76,0.78,0.54,58.3,67.82,-0.58,-0.11,-0.48,-0.67,-0.77,-0.83,-0.54,-0.45,-0.62,-0.49,-0.66,1.12,-0.15,-0.101
Simon Dastrup,5,84,79,13,5,8,4,12,31,88.57,933,278,655,68.35,2,4,0,1,0,4,100.00,0,33,51,92,union,2025,166.0,1.46,0.35,1.27,120.39,0.62,8.23,0.71,0.75,0.52,55.51,64.94,-0.52,-0.34,-0.48,-0.58,-0.89,-0.81,-0.54,-0.34,-0.49,-0.37,-0.6,1.92,-0.24,-0.179
Andrew Sjogren,8,88,73,10,4,6,4,11,33,91.67,599,137,462,63.01,2,3,0,0,0,0,--,0,8,80,105,union,2025,166.0,1.54,0.37,1.36,125.37,0.67,8.88,0.76,0.78,0.55,57.97,67.46,-0.69,-0.34,-0.55,-0.79,-0.89,-0.79,-0.63,-0.55,-0.62,-0.61,-0.74,1.35,-0.3,-0.239
Seth Faris,13,245,238,56,17,39,8,57,75,89.29,2627,1111,1516,57.14,8,7,0,0,0,15,75.00,14,153,92,255,apex,2025,194.0,0.68,0.14,0.63,48.59,0.24,3.02,0.3,0.39,0.19,22.62,25.99,1.91,0.59,2.72,0.5,-0.19,-0.46,0.55,2.91,-0.08,0.68,0.24,0.73,1.03,1.181
Noah Coolman,13,299,265,48,26,22,24,55,190,90.91,3794,1568,2226,54.72,17,17,0,0,0,9,64.29,1,108,191,340,apex,2025,194.0,0.59,0.18,0.56,48.05,0.25,3.15,0.3,0.29,0.21,22.05,26.02,1.46,4.33,2.57,1.25,0.84,0.47,1.36,1.12,1.28,1.55,0.69,0.48,0.31,0.41
Quinn Finer,13,295,358,70,34,36,0,45,320,92.22,5916,2648,3268,53.63,30,22,0,3,0,22,66.67,0,283,12,345,apex,2025,194.0,0.5,0.07,0.39,41.59,0.22,2.7,0.25,0.25,0.17,19.37,22.23,2.71,-1.27,1.86,2.6,2.34,1.51,2.08,2.59,1.96,2.83,1.78,0.36,1.09,1.454
Nanda Min-Fink,9,173,190,38,22,16,2,25,230,94.65,2990,1189,1801,54.74,20,13,1,2,1,4,57.14,0,141,32,195,apex,2025,194.0,0.76,0.14,0.62,62.41,0.36,4.56,0.39,0.36,0.27,28.58,33.85,0.89,-0.81,0.44,0.73,1.19,0.79,1.0,0.5,0.74,1.03,0.31,0.48,0.26,0.261
Hunter May,10,132,93,16,4,12,11,24,17,89.47,772,16,756,51.61,3,1,0,2,0,0,--,0,14,118,152,apex,2025,194.0,1.29,0.37,1.21,101.55,0.54,6.91,0.6,0.68,0.42,44.91,56.69,-0.35,1.29,0.37,-0.68,-0.77,-0.92,-0.63,0.08,-0.9,-0.25,-0.87,0.15,0.05,0.044
Matt Jackson,13,175,153,19,13,6,7,20,139,97.89,1125,770,355,56.21,13,3,0,3,0,2,66.67,0,36,139,214,apex,2025,194.0,0.82,0.2,0.73,65.22,0.4,5.06,0.43,0.39,0.27,32.63,32.63,-0.18,0.36,0.09,-0.45,0.38,0.06,0.19,-0.55,-0.62,-0.74,-0.11,0.64,0.41,0.431
Elliot Hawkins,4,85,84,20,10,10,3,17,44,88.0,1431,356,1075,52.38,3,5,0,1,0,3,75.00,5,63,22,82,apex,2025,194.0,1.46,0.31,1.26,119.22,0.6,7.91,0.73,0.73,0.51,53.27,66.01,-0.13,-0.57,-0.12,-0.26,-0.77,-0.71,-0.08,-0.13,-0.35,0.14,-0.52,0.23,-0.1,-0.065
Sam VanDusen,12,214,141,24,17,7,10,17,122,87.14,1634,1167,467,54.61,15,16,0,1,0,5,35.71,127,20,194,216,apex,2025,194.0,0.92,0.24,0.77,74.07,0.45,5.36,0.49,0.42,0.38,38.03,36.08,0.1,1.06,-0.12,-0.13,0.61,-0.08,0.55,-0.45,1.15,-0.6,0.29,0.47,-0.25,-0.264
Zeke Thoreson,6,127,156,21,7,14,2,16,102,94.44,2216,396,1820,57.05,13,5,0,2,0,1,50.00,0,121,6,151,apex,2025,194.0,0.81,0.17,0.69,70.78,0.39,4.73,0.39,0.43,0.28,29.7,41.12,-0.07,-0.81,-0.19,0.24,0.38,-0.24,-0.36,0.29,-0.35,1.06,-0.48,0.73,0.2,0.176
Jay Froude,11,182,164,17,5,12,4,14,83,94.32,1400,446,954,51.83,7,4,0,3,0,1,50.00,0,83,99,200,apex,2025,194.0,0.75,0.17,0.64,62.6,0.34,4.4,0.36,0.4,0.26,28.59,34.05,-0.3,-0.34,-0.34,-0.28,-0.31,-0.39,-0.54,0.08,-0.49,-0.01,-0.43,0.17,-0.01,-0.01
Tobias Brooks,6,143,167,30,25,5,2,14,307,94.17,3942,3226,716,55.09,26,17,0,1,0,15,65.22,0,136,7,158,apex,2025,194.0,0.81,0.16,0.63,76.29,0.44,5.62,0.47,0.35,0.33,44.25,32.07,0.44,-0.81,-0.34,1.34,1.88,1.4,1.27,-0.66,1.28,-0.3,2.36,0.52,0.68,0.614
Sandy Brown,7,92,67,11,2,9,4,13,29,96.67,486,55,431,55.22,2,1,0,1,0,2,100.00,0,7,85,112,apex,2025,194.0,1.68,0.4,1.5,134.25,0.72,9.57,0.79,0.89,0.57,61.67,72.65,-0.64,-0.34,-0.41,-0.86,-0.89,-0.83,-0.81,-0.24,-0.9,-0.65,-0.83,0.53,-0.14,-0.106
Sam Goldstein,11,133,99,12,6,6,6,13,79,90.8,821,520,301,50.51,4,5,0,0,0,2,40.00,0,10,123,166,apex,2025,194.0,1.17,0.3,1.04,96.16,0.52,7.11,0.59,0.59,0.43,47.16,49.05,-0.58,0.13,-0.41,-0.65,-0.66,-0.42,-0.45,-0.55,-0.35,-0.81,-0.36,0.03,-0.29,-0.268
Erik Hotaling,10,142,98,13,7,6,7,12,74,91.36,1198,650,548,52.04,6,7,0,1,0,3,50.00,11,14,128,167,apex,2025,194.0,1.19,0.31,1.04,100.76,0.54,7.13,0.6,0.59,0.46,48.88,51.92,-0.52,0.36,-0.48,-0.41,-0.43,-0.46,-0.36,-0.55,-0.08,-0.5,-0.23,0.2,-0.27,-0.251
Timothy Elliott,10,194,239,21,13,8,2,12,289,96.01,3265,2009,1256,56.07,17,9,0,2,0,1,100.00,0,191,3,222,apex,2025,194.0,0.54,0.11,0.44,51.0,0.27,3.89,0.28,0.26,0.2,26.2,24.82,-0.07,-0.81,-0.48,0.91,0.84,1.26,0.19,-0.34,0.19,0.36,1.14,0.62,0.22,0.235
Alex Atkins,4,109,97,18,12,6,8,11,136,90.07,1104,775,329,48.45,4,13,0,2,0,6,50.00,77,20,89,129,apex,2025,194.0,1.25,0.32,1.04,100.82,0.53,7.8,0.66,0.6,0.52,50.59,50.28,-0.24,0.59,-0.55,-0.47,-0.66,0.03,0.1,-0.55,0.74,-0.77,-0.1,-0.18,-0.86,-0.701
Connor Olson,13,238,300,25,15,10,2,11,359,95.73,2776,2245,531,53.67,20,15,0,1,0,3,42.86,1,233,5,282,apex,2025,194.0,0.44,0.09,0.35,39.2,0.23,3.34,0.23,0.21,0.18,21.74,17.48,0.16,-0.81,-0.55,0.6,1.19,1.82,0.37,-0.13,1.01,-0.53,1.38,0.37,-0.16,-0.193
Jeremy Knopf,12,170,134,12,6,6,1,11,116,98.31,696,507,189,58.96,2,2,0,0,0,3,100.00,0,62,108,179,apex,2025,194.0,0.88,0.19,0.76,71.05,0.37,5.58,0.44,0.44,0.3,35.19,35.89,-0.58,-1.04,-0.55,-0.73,-0.89,-0.13,-0.45,-0.55,-0.76,-0.95,-0.37,0.93,-0.24,-0.231
Andrew Muller,8,98,66,8,4,4,3,10,15,100.0,421,185,236,62.12,3,0,0,1,0,1,100.00,0,5,93,106,apex,2025,194.0,1.66,0.39,1.48,135.23,0.75,9.51,0.83,0.83,0.56,64.37,70.93,-0.81,-0.57,-0.62,-0.9,-0.77,-0.94,-0.63,-0.76,-1.03,-0.89,-0.7,1.26,0.03,0.022
Kai Marshall,13,205,132,6,2,4,8,10,43,93.48,770,246,524,51.52,5,2,0,2,0,1,100.00,0,26,179,199,apex,2025,194.0,0.85,0.24,0.77,72.63,0.4,5.13,0.42,0.43,0.31,33.8,38.86,-0.92,0.59,-0.62,-0.68,-0.54,-0.71,-0.81,-0.76,-0.76,-0.53,-0.63,0.14,-0.16,-0.162
Rowan McDonnell,14,265,322,66,42,24,3,41,299,92.28,3750,1638,2112,54.97,15,25,0,3,0,9,50.00,1,261,4,330,breeze,2025,202.0,0.54,0.09,0.42,39.54,0.2,2.93,0.3,0.24,0.2,18.42,21.14,2.48,-0.57,1.58,1.22,0.61,1.34,2.8,1.33,2.37,1.41,0.77,0.51,-0.26,-0.332
Andrew Roy,13,256,310,44,25,19,3,32,641,97.71,5563,4402,1161,53.87,30,14,0,1,0,7,70.00,0,253,3,317,breeze,2025,202.0,0.49,0.09,0.4,46.8,0.25,4.13,0.25,0.23,0.17,27.9,18.92,1.23,-0.57,0.94,2.37,2.34,4.08,1.27,0.81,0.87,0.25,3.54,0.39,0.94,1.178
Cole Jurek,9,162,187,39,11,28,1,32,234,97.1,3723,841,2882,60.43,23,6,0,2,0,2,28.57,0,154,8,193,breeze,2025,202.0,0.78,0.14,0.66,67.2,0.38,4.66,0.34,0.43,0.24,27.22,40.01,0.95,-1.04,0.94,1.2,1.54,0.82,0.01,1.75,-0.21,2.36,-0.04,1.08,0.79,0.772
Thomas Edmonds,10,205,221,38,18,20,5,30,304,94.41,3245,1887,1358,52.04,13,13,0,0,0,6,60.00,19,150,55,239,breeze,2025,202.0,0.65,0.13,0.55,54.98,0.28,4.27,0.32,0.33,0.23,27.75,27.25,0.89,-0.11,0.8,0.9,0.38,1.38,0.64,0.91,0.74,0.49,1.02,0.2,0.0,0.0
Tyler Monroe,13,224,266,37,25,12,3,29,331,97.64,3258,1497,1761,58.65,28,8,1,3,0,3,75.00,0,223,1,291,breeze,2025,202.0,0.54,0.1,0.46,45.9,0.29,3.66,0.3,0.25,0.18,21.7,24.21,0.84,-0.57,0.73,0.91,2.11,1.6,1.27,0.08,0.06,0.98,0.62,0.89,0.88,1.056
Aidan Downey,8,159,152,30,13,17,4,28,165,95.93,2177,689,1488,59.21,16,5,1,1,0,3,60.00,5,105,54,186,breeze,2025,202.0,0.89,0.18,0.78,72.34,0.42,5.25,0.43,0.46,0.29,32.32,40.05,0.44,-0.34,0.66,0.22,0.73,0.27,0.19,0.6,-0.35,0.65,-0.19,0.95,0.51,0.489
Christian Boxley,7,129,141,32,14,18,0,27,163,97.6,1906,355,1551,58.87,8,4,0,1,0,0,--,0,116,13,159,breeze,2025,202.0,0.97,0.17,0.84,75.93,0.4,5.64,0.47,0.5,0.3,32.47,43.5,0.55,-1.27,0.59,0.04,-0.19,0.25,0.28,0.7,-0.49,0.73,-0.52,0.92,0.15,0.133
Miles Grovic,8,119,63,9,3,6,12,20,28,96.55,813,133,680,47.62,4,1,0,0,0,0,--,0,12,107,135,breeze,2025,202.0,1.75,0.54,1.69,146.96,0.79,10.12,0.85,0.9,0.6,66.44,80.59,-0.75,1.53,0.09,-0.65,-0.66,-0.83,-0.72,-0.55,-0.9,-0.34,-0.75,-0.27,-0.05,-0.041
Jasper Tom,11,158,90,10,5,5,11,19,87,98.86,466,469,-3,53.33,4,1,0,1,0,2,100.00,0,2,156,185,breeze,2025,202.0,1.26,0.38,1.2,101.54,0.57,7.86,0.63,0.63,0.43,51.09,50.49,-0.69,1.29,0.02,-0.87,-0.66,-0.36,-0.54,-0.66,-0.9,-1.18,-0.41,0.33,-0.05,-0.048
Kevin Healey,14,187,129,18,5,13,5,18,67,93.06,902,222,680,55.04,2,4,0,1,0,0,--,0,42,145,228,breeze,2025,202.0,0.96,0.22,0.84,75.24,0.39,5.43,0.45,0.51,0.33,34.38,40.9,-0.24,-0.11,-0.05,-0.6,-0.89,-0.52,-0.54,0.18,-0.49,-0.34,-0.66,0.51,-0.26,-0.276
AJ Merriman,14,255,159,19,13,6,10,16,127,90.07,1564,760,804,45.91,5,13,0,0,0,4,36.36,152,42,213,279,breeze,2025,202.0,0.79,0.21,0.68,65.51,0.34,4.8,0.41,0.37,0.32,31.37,34.17,-0.18,1.06,-0.19,-0.17,-0.54,-0.04,0.19,-0.55,0.74,-0.19,-0.12,-0.45,-0.77,-0.905
Gus Norrbom,10,150,184,20,11,9,0,16,295,98.33,2543,1934,609,56.52,15,4,0,0,0,0,--,0,149,1,195,breeze,2025,202.0,0.69,0.13,0.59,62.03,0.34,5.05,0.35,0.34,0.23,33.43,28.62,-0.13,-1.27,-0.19,0.45,0.61,1.31,0.01,-0.24,-0.49,-0.43,1.06,0.67,0.46,0.452
Coby Loveranes,6,76,83,14,0,14,3,13,49,92.45,1097,146,951,60.24,7,3,0,1,0,0,--,0,70,6,79,breeze,2025,202.0,1.41,0.32,1.23,116.78,0.65,8.06,0.62,0.78,0.49,51.49,65.35,-0.47,-0.57,-0.41,-0.47,-0.31,-0.67,-0.99,0.29,-0.62,-0.01,-0.73,1.06,-0.04,-0.025
Moussa Dia,9,124,82,10,3,7,6,13,51,96.23,678,242,436,52.44,6,2,0,1,0,0,--,0,19,105,153,breeze,2025,202.0,1.38,0.36,1.24,113.31,0.64,8.17,0.67,0.71,0.48,53.18,60.18,-0.69,0.13,-0.41,-0.74,-0.43,-0.65,-0.72,-0.45,-0.76,-0.64,-0.64,0.24,-0.05,-0.044
Micah Wagner,4,65,40,6,1,5,6,12,29,100.0,557,197,360,60.0,2,0,0,0,0,1,100.00,0,0,65,74,breeze,2025,202.0,2.58,0.69,2.38,216.38,1.16,15.31,1.24,1.33,0.89,101.82,114.67,-0.92,0.13,-0.48,-0.81,-0.89,-0.83,-0.9,-0.66,-1.03,-0.74,-0.68,1.04,-0.11,-0.067
Alexandre Fall,12,171,103,7,2,5,9,11,31,88.57,591,-27,618,46.6,2,4,0,1,0,0,--,0,3,168,205,breeze,2025,202.0,1.08,0.31,0.98,90.47,0.48,6.4,0.53,0.56,0.41,40.35,50.17,-0.86,0.83,-0.55,-0.79,-0.89,-0.81,-0.81,-0.66,-0.49,-0.42,-0.91,-0.38,-0.52,-0.524
Ben Greenberg,8,98,62,10,7,3,3,10,68,94.44,703,480,223,59.68,1,3,0,0,0,2,100.00,40,1,97,129,breeze,2025,202.0,1.79,0.42,1.57,147.51,0.76,10.87,0.93,0.87,0.64,72.61,74.97,-0.69,-0.57,-0.62,-0.72,-1.0,-0.51,-0.36,-0.87,-0.62,-0.9,-0.4,1.0,-0.28,-0.224
Jeff Wodatch,12,177,213,23,10,13,5,10,180,92.31,2845,1030,1815,51.64,16,15,0,3,0,5,62.50,0,167,10,221,breeze,2025,202.0,0.61,0.14,0.48,55.16,0.3,3.85,0.3,0.31,0.25,24.84,30.34,0.04,-0.11,-0.62,0.64,0.73,0.39,-0.08,0.18,1.01,1.05,0.15,0.15,-0.41,-0.429
Jacques Nissen,13,257,307,37,26,11,3,9,595,94.44,6405,4371,2034,54.07,22,31,0,0,0,14,70.00,0,253,4,325,breeze,2025,202.0,0.47,0.09,0.33,49.95,0.23,4.02,0.26,0.21,0.23,28.06,21.9,0.84,-0.57,-0.69,2.91,1.42,3.71,1.36,-0.03,3.19,1.32,3.51,0.41,-0.89,-1.129
Rhys Bergeron,8,85,46,6,3,3,3,9,19,100.0,324,134,190,56.52,0,0,0,0,0,1,100.00,1,0,85,107,breeze,2025,202.0,2.27,0.55,2.04,186.35,0.98,13.31,1.14,1.14,0.78,88.61,97.84,-0.92,-0.57,-0.69,-0.96,-1.12,-0.91,-0.72,-0.87,-1.03,-0.94,-0.75,0.67,-0.19,-0.138
Connor Concannon,11,239,297,36,10,26,2,20,80,87.91,2767,402,2365,34.68,9,11,0,7,0,4,66.67,0,221,18,243,mechanix,2025,144.0,0.48,0.09,0.38,39.56,0.2,2.45,0.22,0.27,0.17,15.85,23.73,0.78,-0.81,0.09,0.59,-0.08,-0.42,-0.08,1.54,0.47,1.72,-0.48,-1.64,-0.07,-0.091
Jake Felton,12,292,371,80,62,18,4,16,406,83.88,6542,4760,1782,36.12,18,66,0,2,0,49,59.04,9,276,16,298,mechanix,2025,144.0,0.51,0.08,0.3,41.81,0.18,2.84,0.31,0.19,0.28,24.32,17.51,3.27,-0.34,-0.19,3.0,0.96,2.2,4.61,0.7,7.96,1.01,3.9,-1.48,-2.16,-3.107
Brendan Gessner,12,269,340,21,4,17,3,15,152,96.2,2275,536,1739,35.29,10,6,0,3,0,2,100.00,0,251,18,281,mechanix,2025,144.0,0.38,0.08,0.32,33.2,0.17,2.35,0.17,0.21,0.13,14.26,18.95,-0.07,-0.57,-0.27,0.28,0.04,0.16,-0.63,0.6,-0.21,0.96,-0.34,-1.57,-0.12,-0.168
Trevor Polisuk-Balfour,8,121,93,11,7,4,9,15,39,88.64,886,346,540,30.11,3,5,0,0,0,4,80.00,0,23,98,143,mechanix,2025,144.0,1.23,0.35,1.12,102.71,0.54,7.13,0.63,0.6,0.46,48.28,54.49,-0.64,0.83,-0.27,-0.61,-0.77,-0.75,-0.36,-0.76,-0.35,-0.51,-0.53,-2.12,-0.31,-0.309
Trey Koch,11,171,174,16,4,12,5,14,46,90.2,1041,171,870,29.89,3,4,0,3,0,0,--,0,111,60,182,mechanix,2025,144.0,0.7,0.17,0.61,57.1,0.3,3.94,0.33,0.37,0.25,25.45,31.68,-0.35,-0.11,-0.34,-0.51,-0.77,-0.69,-0.63,0.08,-0.49,-0.11,-0.71,-2.14,-0.22,-0.247
Nathan Ploeger,9,185,200,18,6,12,2,13,64,85.33,1703,411,1292,34.5,6,7,0,0,0,1,50.00,0,137,48,192,mechanix,2025,144.0,0.62,0.13,0.53,53.09,0.27,3.53,0.3,0.33,0.23,23.4,29.72,-0.24,-0.81,-0.41,-0.08,-0.43,-0.55,-0.45,0.08,-0.08,0.41,-0.47,-1.65,-0.24,-0.277
David Cox,10,190,251,27,10,17,6,11,119,87.5,2498,1027,1471,37.05,15,16,0,6,1,6,33.33,0,187,3,199,mechanix,2025,144.0,0.54,0.12,0.41,45.62,0.25,3.04,0.25,0.28,0.22,21.14,24.5,0.27,0.13,-0.55,0.42,0.61,-0.1,-0.08,0.6,1.15,0.63,0.15,-1.39,-0.27,-0.317
Darren Dyer,2,34,27,5,1,4,5,10,5,100.0,271,12,259,33.33,1,0,0,0,0,0,--,0,4,30,50,mechanix,2025,144.0,3.59,0.94,3.28,295.34,1.59,20.78,1.75,1.84,1.25,137.41,158.09,-0.98,-0.11,-0.62,-1.0,-1.0,-1.02,-0.9,-0.76,-1.03,-0.86,-0.87,-1.78,-0.18,-0.106
