Player,G,PP,POS,SCR,AST,GLS,BLK,+/-,Cmp,Cmp%,Y,TY,RY,OEFF,HA,T,S,D,C,Hck,Hck%,Pul,OPP,DPP,MP,Team,Year,AST/POS %,GLS/POS %,SCR/POS %,CMP/POS,BLK/PP %,PM/PP,TY/POS,RY/POS,Y/POS,HA/POS %,T/POS %,Y/CMP,team_avg_min,SCR_adj,BLK_adj,+/-_adj,Y_adj,HA_adj,Cmp_adj,AST_adj,GLS_adj,T_adj,TY_adj,RY_adj,Y/CMP_adj,MP_adj,SCR_Z,BLK_Z,PM_Z,Y_Z,HA_Z,CMP_Z,AST_Z,GLS_Z,T_Z,RY_Z,TY_Z,OEFF_Z,YperCMP_Z,MP_z,Offensive_Value,Score,team_avg_scr
Abe Coffin,7,128,144,23,14,9,2,12,153,91.62,2076,1203,873,50.0,12,12,0,1,0,5,55.56,5,109,19,151,windchill,2023,9.72,6.25,15.97,1.06,1.56,0.09,8.0,6.0,14.0,8.33,8.33,13.57,202.0,0.62,0.11,0.08,14.27,0.25,1.06,0.3,0.3,0.25,8.24,6.06,0.63,7.36,-0.3,-0.57,-0.69,0.99,-0.18,0.72,-0.17,-0.35,-0.12,0.17,1.01,0.01,-0.39,-0.37,-0.02,-0.017,0.046
Ian McCosky,6,73,65,8,6,2,6,12,49,94.23,303,227,76,47.69,4,2,0,0,0,1,100.00,0,4,69,89,windchill,2023,9.23,3.08,12.31,0.75,8.22,0.16,3.0,1.0,5.0,6.15,3.08,6.18,202.0,1.11,0.3,0.17,5.04,0.41,0.77,0.51,0.53,0.39,3.6,1.51,1.23,14.77,0.68,1.0,0.89,-1.37,0.74,0.01,0.79,0.57,0.67,-1.6,-0.36,-0.26,-1.49,0.69,-0.19,-0.126,0.046
Michael Jordan,11,152,195,13,7,6,4,12,70,92.11,1683,425,1258,47.69,10,5,0,0,0,2,50.00,0,133,19,189,windchill,2023,3.59,3.08,6.67,0.36,2.63,0.08,2.0,6.0,9.0,5.13,2.56,24.04,202.0,0.42,0.1,0.06,8.66,0.18,0.38,0.18,0.2,0.15,2.25,6.44,0.52,5.67,-0.7,-0.65,-1.04,-0.45,-0.58,-0.96,-0.72,-0.75,-0.69,0.32,-0.76,-0.26,1.16,-0.61,-0.28,-0.271,0.046
Mickey Walsh,11,126,79,14,5,9,4,12,38,88.37,610,240,370,51.9,5,4,0,2,0,2,100.00,0,0,126,152,windchill,2023,6.33,11.39,17.72,0.48,3.17,0.1,3.0,5.0,8.0,6.33,5.06,16.05,202.0,1.0,0.23,0.14,7.86,0.36,0.51,0.42,0.52,0.35,3.15,4.76,1.14,13.06,0.46,0.42,0.37,-0.65,0.46,-0.63,0.38,0.53,0.44,-0.33,-0.49,0.24,-0.03,0.44,-0.16,-0.139,0.046
Jason Tschida,6,90,115,11,3,8,2,9,210,98.13,1252,1272,-20,54.78,6,3,0,1,0,0,--,0,86,4,103,windchill,2023,2.61,6.96,9.57,1.83,2.22,0.1,11.0,-0.0,11.0,5.22,2.61,5.96,202.0,0.68,0.14,0.08,10.85,0.26,1.79,0.28,0.36,0.23,10.81,0.08,0.72,8.73,-0.18,-0.32,-0.69,0.12,-0.12,2.53,-0.26,-0.11,-0.24,-2.15,1.76,0.59,-1.52,-0.17,1.03,0.735,0.046
Cameron Lacy,11,128,86,5,4,1,7,8,42,91.3,464,355,109,55.81,3,4,0,0,0,3,100.00,75,0,128,162,windchill,2023,4.65,1.16,5.81,0.49,5.47,0.06,4.0,1.0,5.0,3.49,4.65,11.05,202.0,0.82,0.24,0.09,5.65,0.31,0.52,0.37,0.4,0.32,4.18,1.53,1.0,12.16,0.1,0.5,-0.51,-1.22,0.17,-0.61,0.15,0.05,0.27,-1.59,-0.19,0.71,-0.77,0.31,-0.69,-0.618,0.046
Philippe Le Bourdais,10,174,200,34,8,26,3,31,61,93.85,1837,254,1583,39.0,8,4,0,2,0,1,100.00,0,144,30,188,royal,2023,4.0,13.0,17.0,0.3,1.72,0.18,1.0,8.0,9.0,4.0,2.0,30.11,129.0,0.51,0.09,0.15,9.2,0.16,0.32,0.19,0.3,0.14,1.36,7.87,0.54,5.53,-0.52,-0.73,0.54,-0.31,-0.69,-1.1,-0.67,-0.35,-0.75,0.87,-1.02,-1.31,2.06,-0.63,0.32,0.386,-0.321
Malik Auger-Semmar,7,170,216,42,25,17,7,28,178,90.36,3231,1210,2021,38.43,8,18,0,3,0,5,62.50,0,150,20,203,royal,2023,11.57,7.87,19.44,0.82,4.12,0.16,6.0,9.0,15.0,3.7,8.33,18.15,129.0,0.51,0.1,0.13,14.85,0.15,0.83,0.25,0.24,0.19,5.59,9.28,0.44,5.19,-0.52,-0.65,0.19,1.14,-0.75,0.16,-0.4,-0.59,-0.46,1.42,0.23,-1.38,0.29,-0.68,-0.23,-0.289,-0.321
Kevin Quinlan,12,252,338,52,38,14,1,26,383,93.64,4736,2975,1761,39.35,12,23,1,4,0,16,59.26,0,252,0,303,royal,2023,11.24,4.14,15.38,1.13,0.4,0.1,9.0,5.0,14.0,3.55,6.8,12.37,129.0,0.36,0.05,0.08,13.95,0.11,1.13,0.2,0.14,0.14,8.75,5.22,0.27,3.64,-0.82,-1.06,-0.69,0.91,-0.98,0.9,-0.62,-0.99,-0.75,-0.16,1.16,-1.27,-0.57,-0.9,0.05,0.077,-0.321
Christophe Tremblay-Joncas,12,266,233,30,11,19,14,24,168,87.5,3238,1327,1911,44.64,13,20,1,0,0,8,61.54,99,131,135,306,royal,2023,4.72,8.15,12.88,0.72,5.26,0.09,6.0,8.0,14.0,5.58,8.58,19.27,129.0,0.42,0.12,0.1,13.82,0.16,0.73,0.17,0.23,0.19,5.68,8.16,0.42,5.26,-0.7,-0.49,-0.34,0.88,-0.69,-0.09,-0.76,-0.63,-0.46,0.99,0.25,-0.63,0.45,-0.67,-0.54,-0.832,-0.321
Thomas Lalonde-Landry,11,177,99,9,5,4,13,18,73,93.59,649,163,486,42.42,5,4,0,0,0,0,--,0,31,146,209,royal,2023,5.05,4.04,9.09,0.74,7.34,0.1,2.0,5.0,7.0,5.05,4.04,8.89,129.0,0.76,0.27,0.17,6.72,0.29,0.75,0.34,0.38,0.28,1.81,4.96,0.85,11.1,-0.02,0.75,0.89,-0.94,0.05,-0.04,0.02,-0.03,0.04,-0.26,-0.89,-0.9,-1.09,0.16,-0.38,-0.484,-0.321
William St-Pierre,6,119,165,25,2,23,1,18,52,89.66,1581,132,1449,38.18,5,4,0,4,0,0,0.00,0,119,0,152,royal,2023,1.21,13.94,15.15,0.32,0.84,0.15,1.0,9.0,10.0,3.03,2.42,30.4,129.0,0.56,0.09,0.11,9.59,0.18,0.34,0.19,0.34,0.17,0.92,8.7,0.65,6.45,-0.42,-0.73,-0.16,-0.21,-0.58,-1.05,-0.67,-0.19,-0.58,1.2,-1.15,-1.41,2.1,-0.5,0.09,0.098,-0.321
Antoine Dubé,11,176,101,13,3,10,5,14,26,92.86,607,72,535,44.55,2,2,0,2,0,0,--,0,33,143,193,royal,2023,2.97,9.9,12.87,0.26,2.84,0.08,1.0,5.0,6.0,1.98,1.98,23.35,129.0,0.78,0.19,0.13,6.2,0.25,0.29,0.31,0.42,0.25,0.92,5.33,0.98,10.74,0.02,0.09,0.19,-1.08,-0.18,-1.18,-0.12,0.13,-0.12,-0.11,-1.15,-0.64,1.06,0.11,-0.18,-0.22,-0.321
Eliott Heloir,4,51,34,5,3,2,4,7,41,93.18,593,455,138,50.0,2,2,0,0,0,2,100.00,23,13,38,54,royal,2023,8.82,5.88,14.71,1.21,7.84,0.14,13.0,4.0,17.0,5.88,5.88,14.46,129.0,1.92,0.49,0.18,16.49,0.69,1.18,0.85,0.95,0.69,12.31,4.31,2.42,25.62,2.29,2.56,1.07,1.56,2.35,1.02,2.35,2.24,2.36,-0.51,2.21,0.01,-0.26,2.24,0.39,0.252,-0.321
Melvyn Brichet,8,152,155,14,7,7,5,6,95,88.79,1650,422,1228,40.65,13,10,0,3,0,2,66.67,0,96,56,192,royal,2023,4.52,4.52,9.03,0.61,3.29,0.04,3.0,8.0,11.0,8.39,6.45,17.37,129.0,0.52,0.12,0.04,10.62,0.24,0.62,0.23,0.26,0.22,2.79,7.86,0.61,7.11,-0.5,-0.49,-1.4,0.06,-0.23,-0.36,-0.49,-0.51,-0.29,0.87,-0.6,-1.11,0.17,-0.41,-0.57,-0.695,-0.321
Raphaël Lalonde-Landry,2,30,12,4,4,0,1,5,15,100.0,220,43,177,58.33,0,0,0,0,0,0,--,0,6,24,26,royal,2023,33.33,0.0,33.33,1.25,3.33,0.17,4.0,15.0,18.0,0.0,0.0,14.67,129.0,4.35,0.94,0.29,15.88,1.47,1.18,2.0,2.06,1.47,4.0,12.18,5.57,57.12,7.13,6.27,3.01,1.4,6.83,1.02,7.6,6.66,6.77,2.55,-0.24,1.01,-0.23,6.73,0.19,0.085,-0.321
Jacob Duquette,4,67,52,8,4,4,2,4,48,90.57,503,314,189,34.62,3,5,0,1,0,2,66.67,7,19,48,95,royal,2023,7.69,7.69,15.38,0.92,2.99,0.06,6.0,4.0,10.0,5.77,9.62,10.48,129.0,1.37,0.3,0.07,9.7,0.49,0.93,0.6,0.68,0.53,5.95,3.84,1.59,18.25,1.19,1.0,-0.87,-0.18,1.2,0.4,1.2,1.16,1.46,-0.69,0.33,-1.83,-0.85,1.18,-0.84,-0.721,-0.321
Simon Walker,6,86,83,6,4,2,1,4,56,94.92,940,585,355,43.37,0,3,0,0,0,2,100.00,0,63,23,91,royal,2023,4.82,2.41,7.23,0.67,1.16,0.05,7.0,4.0,11.0,0.0,3.61,16.79,129.0,0.86,0.18,0.05,11.25,0.28,0.69,0.39,0.42,0.32,6.93,4.38,1.1,11.77,0.18,0.01,-1.22,0.22,-0.0,-0.19,0.24,0.13,0.27,-0.48,0.62,-0.78,0.08,0.26,-0.34,-0.286,-0.321
Julien Sénéchal,6,62,62,4,3,1,3,3,48,88.89,661,355,306,32.26,6,4,0,0,0,0,--,1,37,25,65,royal,2023,4.84,1.61,6.45,0.77,4.84,0.05,6.0,5.0,11.0,9.68,6.45,13.77,129.0,1.1,0.27,0.04,10.61,0.46,0.79,0.49,0.54,0.43,5.67,5.01,1.4,15.07,0.66,0.75,-1.4,0.05,1.03,0.06,0.7,0.61,0.89,-0.24,0.25,-2.12,-0.36,0.73,-0.4,-0.284,-0.321
Sam Warrick,7,118,137,4,0,4,1,3,60,95.24,718,67,651,35.04,1,2,0,0,0,0,--,0,92,26,141,royal,2023,0.0,2.92,2.92,0.44,0.85,0.03,0.0,5.0,5.0,0.73,1.46,11.97,129.0,0.52,0.11,0.02,5.41,0.18,0.46,0.21,0.27,0.19,0.65,4.8,0.65,7.65,-0.5,-0.57,-1.75,-1.28,-0.58,-0.76,-0.58,-0.47,-0.46,-0.32,-1.23,-1.78,-0.63,-0.33,-0.64,-0.669,-0.321
Devon Asemota,6,42,21,2,1,1,1,2,5,83.33,75,-4,79,47.62,1,1,0,0,0,0,--,0,2,40,47,royal,2023,4.76,4.76,9.52,0.24,2.38,0.05,-0.0,4.0,4.0,4.76,4.76,15.0,129.0,2.77,0.62,0.08,4.81,1.0,0.38,1.19,1.38,1.0,0.81,4.19,3.65,38.15,3.98,3.63,-0.69,-1.43,4.13,-0.96,3.9,3.95,4.11,-0.56,-1.18,-0.27,-0.18,4.02,-1.14,-0.688,-0.321
Tynan Peterson,6,44,18,1,1,0,1,2,8,100.0,151,74,77,44.44,1,0,0,0,0,0,--,0,2,42,43,royal,2023,5.56,0.0,5.56,0.44,2.27,0.05,4.0,4.0,8.0,5.56,0.0,18.88,129.0,3.09,0.7,0.09,8.74,1.13,0.57,1.35,1.52,1.09,4.3,4.65,4.3,42.96,4.62,4.29,-0.51,-0.42,4.88,-0.49,4.63,4.51,4.62,-0.38,-0.15,-0.65,0.39,4.71,-0.35,-0.202,-0.321
Desmond Staples,10,82,53,4,3,1,1,1,42,91.3,475,344,131,37.74,0,4,0,0,0,1,100.00,2,13,69,91,royal,2023,5.66,1.89,7.55,0.79,1.22,0.01,6.0,2.0,9.0,0.0,7.55,11.31,129.0,1.28,0.28,0.02,9.05,0.43,0.81,0.57,0.62,0.5,6.36,2.78,1.57,17.86,1.02,0.83,-1.75,-0.35,0.86,0.11,1.07,0.93,1.29,-1.1,0.45,-1.46,-0.73,1.13,-1.05,-0.882,-0.321
Julien Bernat,4,46,37,2,1,1,0,1,14,100.0,183,32,151,40.54,0,0,0,1,0,1,100.00,0,19,27,48,royal,2023,2.7,2.7,5.41,0.38,0.0,0.02,1.0,4.0,5.0,0.0,0.0,13.07,129.0,1.71,0.36,0.02,5.55,0.6,0.45,0.74,0.86,0.6,1.36,4.31,2.22,23.64,1.87,1.49,-1.75,-1.24,1.84,-0.78,1.84,1.88,1.85,-0.51,-1.02,-1.12,-0.47,1.95,-0.52,-0.317,-0.321
Max Ayad,9,81,46,5,2,3,0,1,19,86.36,306,160,146,45.65,2,2,0,2,0,1,50.00,11,14,67,97,royal,2023,4.35,6.52,10.87,0.41,0.0,0.01,3.0,3.0,7.0,4.35,4.35,16.11,129.0,1.47,0.29,0.02,6.98,0.53,0.47,0.63,0.75,0.53,3.63,3.45,1.88,20.43,1.39,0.91,-1.75,-0.88,1.43,-0.73,1.34,1.44,1.46,-0.84,-0.35,-0.51,-0.02,1.49,-0.47,-0.408,-0.321
Nabil Chaouch,2,35,42,5,3,2,2,1,24,88.89,492,185,307,42.86,4,3,0,3,0,1,50.00,0,35,0,44,royal,2023,7.14,4.76,11.9,0.57,5.71,0.03,4.0,7.0,12.0,9.52,7.14,20.5,129.0,1.6,0.36,0.02,11.53,0.62,0.62,0.7,0.79,0.6,4.47,7.17,2.14,21.04,1.65,1.49,-1.75,0.29,1.95,-0.36,1.66,1.6,1.85,0.6,-0.1,-0.84,0.63,1.58,-0.58,-0.339,-0.321
Ryan Osgar,14,243,299,95,76,19,2,80,402,95.94,6217,3510,2707,60.87,31,16,0,1,0,35,79.55,0,243,0,289,empire,2023,25.42,6.35,31.77,1.34,0.82,0.33,12.0,9.0,21.0,10.37,5.35,15.47,243.0,0.54,0.06,0.26,20.62,0.18,1.34,0.35,0.18,0.13,11.63,9.0,0.31,4.06,-0.46,-0.98,2.48,2.62,-0.58,1.41,0.06,-0.83,-0.8,1.31,2.01,1.32,-0.11,-0.84,1.67,1.821,0.221
Jeff Babbitt,14,242,285,62,2,60,15,73,185,97.37,3053,230,2823,58.95,15,4,0,0,0,1,50.00,0,202,40,288,empire,2023,0.7,21.05,21.75,0.65,6.2,0.3,1.0,10.0,11.0,5.26,1.4,16.5,243.0,0.46,0.1,0.25,10.7,0.14,0.66,0.11,0.33,0.1,0.88,9.84,0.33,4.25,-0.62,-0.65,2.3,0.08,-0.81,-0.26,-1.04,-0.23,-0.97,1.64,-1.16,1.09,0.04,-0.81,0.87,0.947,0.221
Ben Jagt,14,263,208,50,15,35,17,53,125,89.29,3634,855,2779,59.13,18,13,0,1,1,3,75.00,137,75,188,315,empire,2023,7.21,16.83,24.04,0.6,6.46,0.2,4.0,13.0,17.0,8.65,6.25,29.07,243.0,0.56,0.15,0.25,17.3,0.2,0.61,0.21,0.33,0.18,4.13,13.19,0.51,5.92,-0.42,-0.24,2.3,1.77,-0.46,-0.39,-0.58,-0.23,-0.52,2.94,-0.2,1.11,1.9,-0.58,0.45,0.512,0.221
Jack Williams,15,276,321,62,38,24,3,41,417,94.56,5091,2588,2503,61.68,31,23,1,1,0,14,51.85,0,257,19,322,empire,2023,11.84,7.48,19.31,1.3,1.09,0.15,8.0,8.0,16.0,9.66,7.17,12.21,243.0,0.4,0.06,0.13,15.77,0.17,1.29,0.21,0.18,0.15,8.02,7.77,0.28,3.89,-0.74,-0.98,0.19,1.38,-0.63,1.29,-0.58,-0.83,-0.69,0.84,0.94,1.41,-0.59,-0.87,0.45,0.518,0.221
John Randolph,13,203,146,32,21,11,16,40,160,93.57,2037,946,1091,60.27,15,8,1,0,0,5,55.56,1,20,183,255,empire,2023,14.38,7.53,21.92,1.1,7.88,0.2,6.0,7.0,14.0,10.27,5.48,12.73,243.0,0.68,0.21,0.26,13.82,0.26,1.09,0.34,0.3,0.22,6.43,7.42,0.61,7.95,-0.18,0.26,2.48,0.88,-0.12,0.8,0.02,-0.35,-0.29,0.7,0.47,1.24,-0.52,-0.29,0.59,0.604,0.221
John Lithio,14,249,304,37,13,24,3,27,239,95.6,3547,990,2557,59.21,16,11,0,2,0,5,71.43,0,239,10,301,empire,2023,4.28,7.89,12.17,0.79,1.2,0.11,3.0,8.0,12.0,5.26,3.62,14.84,243.0,0.35,0.06,0.09,11.64,0.13,0.79,0.14,0.19,0.12,3.28,8.37,0.31,4.03,-0.84,-0.98,-0.51,0.32,-0.86,0.06,-0.9,-0.79,-0.86,1.07,-0.45,1.12,-0.2,-0.85,0.04,0.045,0.221
Oliver Chartock,14,216,231,32,14,18,7,26,213,95.09,2759,1607,1152,58.44,17,11,0,2,0,6,66.67,0,143,73,281,empire,2023,6.06,7.79,13.85,0.92,3.24,0.12,7.0,5.0,12.0,7.36,4.76,12.95,243.0,0.43,0.09,0.11,11.9,0.18,0.92,0.19,0.22,0.15,6.92,5.01,0.39,5.19,-0.68,-0.73,-0.16,0.39,-0.58,0.38,-0.67,-0.67,-0.69,-0.24,0.62,1.03,-0.48,-0.68,0.41,0.441,0.221
Antoine Davis,14,218,139,11,4,7,16,25,38,97.44,705,200,505,64.03,1,1,0,1,0,1,100.00,0,2,216,254,empire,2023,2.88,5.04,7.91,0.27,7.34,0.11,1.0,4.0,5.0,0.72,0.72,18.55,243.0,0.56,0.22,0.17,5.24,0.18,0.3,0.24,0.29,0.18,1.56,3.72,0.68,8.33,-0.42,0.34,0.89,-1.32,-0.58,-1.15,-0.44,-0.39,-0.52,-0.74,-0.96,1.7,0.34,-0.23,-0.22,-0.225,0.221
Elliott Chartock,13,221,270,39,25,14,1,25,502,96.91,4087,3648,439,61.48,25,15,0,0,0,20,80.00,0,212,9,274,empire,2023,9.26,5.19,14.44,1.86,0.45,0.11,14.0,2.0,15.0,9.26,5.56,8.14,243.0,0.4,0.06,0.09,15.04,0.18,1.84,0.2,0.18,0.15,13.36,1.71,0.32,4.43,-0.74,-0.98,-0.51,1.19,-0.58,2.65,-0.62,-0.83,-0.69,-1.52,2.52,1.39,-1.2,-0.79,1.01,1.072,0.221
Ryan Drost,13,159,117,8,1,7,19,24,46,93.88,519,21,498,48.72,2,2,0,1,1,0,0.00,0,3,156,200,empire,2023,0.85,5.98,6.84,0.39,11.95,0.15,0.0,4.0,4.0,1.71,1.71,11.28,243.0,0.64,0.28,0.2,4.66,0.22,0.42,0.25,0.34,0.22,0.38,4.33,0.75,9.39,-0.26,0.83,1.42,-1.47,-0.35,-0.86,-0.4,-0.19,-0.29,-0.5,-1.31,-0.14,-0.73,-0.08,-0.48,-0.435,0.221
Ben Katz,15,205,143,27,17,10,11,22,171,90.96,1429,1227,202,56.64,20,15,0,1,0,1,33.33,0,1,204,252,empire,2023,11.89,6.99,18.88,1.2,5.37,0.11,9.0,1.0,10.0,13.99,10.49,8.36,243.0,0.66,0.18,0.15,9.99,0.3,1.19,0.32,0.3,0.27,8.46,1.57,0.6,8.09,-0.22,0.01,0.54,-0.1,0.11,1.04,-0.08,-0.35,-0.01,-1.57,1.07,0.81,-1.16,-0.27,-0.03,-0.031,0.221
Bretton Tan,9,128,89,11,2,9,9,18,24,92.31,444,116,328,62.92,1,2,0,0,1,0,0.00,0,1,127,160,empire,2023,2.25,10.11,12.36,0.27,7.03,0.14,1.0,4.0,5.0,1.12,2.25,18.5,243.0,0.86,0.26,0.19,5.26,0.28,0.31,0.34,0.47,0.29,1.5,3.81,1.05,11.76,0.18,0.67,1.25,-1.32,-0.0,-1.13,0.02,0.33,0.1,-0.7,-0.98,1.56,0.34,0.26,-0.29,-0.235,0.221
Charles Weinberg,13,205,259,28,12,16,5,18,241,94.51,3092,965,2127,60.62,25,13,0,2,0,6,54.55,0,205,0,254,empire,2023,4.63,6.18,10.81,0.93,2.44,0.09,4.0,8.0,12.0,9.65,5.02,12.83,243.0,0.37,0.08,0.07,11.9,0.19,0.93,0.16,0.19,0.14,3.75,8.17,0.35,4.54,-0.8,-0.82,-0.87,0.39,-0.52,0.4,-0.81,-0.79,-0.75,0.99,-0.32,1.29,-0.5,-0.77,0.15,0.153,0.221
Jeff Holm,13,141,89,12,12,0,6,14,92,95.83,906,623,283,58.43,4,4,0,0,0,1,100.00,0,2,139,177,empire,2023,13.48,0.0,13.48,1.03,4.26,0.1,7.0,3.0,10.0,4.49,4.49,9.85,243.0,0.87,0.22,0.15,10.17,0.31,1.03,0.45,0.37,0.31,6.89,3.33,0.96,11.94,0.2,0.34,0.54,-0.06,0.17,0.65,0.52,-0.07,0.21,-0.89,0.61,1.02,-0.94,0.28,0.02,0.017,0.221
Josue Alorro,11,129,79,13,9,4,5,13,80,94.12,952,562,390,51.9,8,5,0,0,0,4,50.00,59,2,127,154,empire,2023,11.39,5.06,16.46,1.01,3.88,0.1,7.0,5.0,12.0,10.13,6.33,11.9,243.0,0.99,0.24,0.15,11.93,0.39,1.01,0.46,0.46,0.36,6.99,5.0,1.09,13.08,0.44,0.5,0.54,0.39,0.63,0.6,0.56,0.29,0.5,-0.24,0.64,0.24,-0.64,0.45,0.09,0.072,0.221
Mike Drost,12,138,94,10,1,9,7,13,43,91.49,582,186,396,47.87,3,4,0,0,0,0,--,0,3,135,173,empire,2023,1.06,9.57,10.64,0.46,5.07,0.09,2.0,4.0,6.0,3.19,4.26,13.53,243.0,0.81,0.22,0.13,6.38,0.28,0.48,0.31,0.44,0.29,2.13,4.3,0.94,11.29,0.08,0.34,0.19,-1.03,-0.0,-0.71,-0.12,0.21,0.1,-0.51,-0.79,-0.24,-0.4,0.19,-0.45,-0.38,0.221
Marques Brownlee,14,211,151,17,7,10,7,12,66,84.62,1485,454,1031,55.63,10,11,0,1,0,5,50.00,96,2,209,259,empire,2023,4.64,6.62,11.26,0.44,3.32,0.06,3.0,7.0,10.0,6.62,7.28,22.5,243.0,0.56,0.14,0.08,9.84,0.22,0.46,0.24,0.29,0.23,3.07,6.8,0.66,7.72,-0.42,-0.32,-0.69,-0.14,-0.35,-0.76,-0.44,-0.39,-0.24,0.46,-0.52,0.69,0.93,-0.32,-0.67,-0.692,0.221
Solomon Rueschemeyer-Bailey,14,244,305,19,13,6,4,11,486,97.39,3851,3291,560,60.33,24,12,0,0,0,1,33.33,0,244,0,305,empire,2023,4.26,1.97,6.23,1.59,1.64,0.05,11.0,2.0,13.0,7.87,3.93,7.92,243.0,0.29,0.06,0.04,12.58,0.16,1.58,0.14,0.13,0.12,10.7,1.9,0.28,4.03,-0.96,-0.98,-1.4,0.56,-0.69,2.01,-0.9,-1.03,-0.86,-1.45,1.73,1.25,-1.23,-0.85,0.65,0.728,0.221
Matt LaBar,8,80,60,9,2,7,3,9,21,87.5,405,105,300,55.0,0,2,0,1,0,1,50.00,0,0,80,116,empire,2023,3.33,11.67,15.0,0.35,3.75,0.11,2.0,5.0,7.0,0.0,3.33,19.29,243.0,1.22,0.28,0.14,7.0,0.38,0.4,0.49,0.65,0.42,2.0,5.08,1.53,16.32,0.9,0.83,0.37,-0.87,0.57,-0.91,0.7,1.04,0.84,-0.21,-0.83,0.61,0.45,0.91,-0.5,-0.345,0.221
Ethan Fortin,15,177,142,13,11,2,3,8,142,94.67,1044,1014,30,55.63,8,8,1,0,0,1,25.00,2,9,168,229,empire,2023,7.75,1.41,9.15,1.0,1.69,0.05,7.0,0.0,7.0,5.63,5.63,7.35,243.0,0.56,0.12,0.05,7.44,0.22,1.0,0.28,0.25,0.22,7.07,0.41,0.59,7.99,-0.42,-0.49,-1.22,-0.76,-0.35,0.57,-0.26,-0.55,-0.29,-2.02,0.66,0.69,-1.31,-0.28,-0.18,-0.175,0.221
Walker Frankenberg,12,270,337,65,23,42,2,57,291,95.72,4758,1825,2933,53.71,29,9,0,1,0,3,60.00,0,261,9,269,spiders,2023,6.82,12.46,19.29,0.86,0.74,0.21,5.0,9.0,14.0,8.61,2.67,16.35,181.0,0.39,0.05,0.17,14.06,0.16,0.87,0.15,0.23,0.1,5.41,8.66,0.28,3.55,-0.76,-1.06,0.89,0.94,-0.69,0.25,-0.85,-0.63,-0.97,1.18,0.17,0.46,0.02,-0.91,1.01,1.231,0.02
Keenan Laurence,12,281,341,59,25,34,8,55,148,93.08,4368,1347,3021,53.67,13,10,0,2,0,8,61.54,0,266,15,263,spiders,2023,7.33,9.97,17.3,0.43,2.85,0.2,4.0,9.0,13.0,3.81,2.93,29.51,181.0,0.37,0.07,0.16,12.77,0.11,0.44,0.16,0.2,0.1,3.97,8.82,0.32,3.49,-0.8,-0.9,0.72,0.61,-0.98,-0.81,-0.81,-0.75,-0.97,1.24,-0.25,0.45,1.97,-0.92,0.36,0.434,0.02
Gavin May,9,182,151,24,7,17,10,30,64,91.43,1470,384,1086,50.33,5,3,0,1,0,1,100.00,0,77,105,186,spiders,2023,4.64,11.26,15.89,0.42,5.49,0.16,3.0,7.0,10.0,3.31,1.99,22.97,181.0,0.6,0.16,0.19,9.74,0.19,0.44,0.24,0.33,0.18,2.62,7.15,0.66,7.25,-0.34,-0.16,1.25,-0.17,-0.52,-0.81,-0.44,-0.23,-0.52,0.59,-0.65,0.05,1.0,-0.39,0.23,0.233,0.02
Chris Lung,10,234,288,43,26,17,7,28,315,92.65,4718,3146,1572,53.47,19,21,0,1,0,15,55.56,1,229,5,225,spiders,2023,9.03,5.9,14.93,1.09,2.99,0.12,11.0,5.0,16.0,6.6,7.29,14.98,181.0,0.39,0.08,0.1,16.27,0.15,1.09,0.19,0.18,0.16,10.82,5.47,0.32,3.99,-0.76,-0.82,-0.34,1.5,-0.75,0.8,-0.67,-0.83,-0.63,-0.06,1.77,0.43,-0.18,-0.85,0.24,0.268,0.02
Max Williams,12,262,315,32,10,22,3,27,86,95.56,2064,339,1725,53.65,14,3,0,5,0,1,100.00,0,247,15,246,spiders,2023,3.17,6.98,10.16,0.27,1.15,0.1,1.0,5.0,7.0,4.44,0.95,24.0,181.0,0.32,0.06,0.08,6.61,0.12,0.28,0.12,0.18,0.09,1.14,5.48,0.32,3.72,-0.9,-0.98,-0.69,-0.97,-0.92,-1.2,-0.99,-0.83,-1.03,-0.05,-1.09,0.45,1.15,-0.89,0.02,0.023,0.02
Evan Magsig,12,272,331,42,29,13,5,23,415,94.1,4115,2966,1149,52.87,28,21,1,3,0,7,53.85,12,247,25,269,spiders,2023,8.76,3.93,12.69,1.25,1.84,0.08,9.0,3.0,12.0,8.46,6.34,9.92,181.0,0.33,0.06,0.07,12.4,0.16,1.25,0.18,0.14,0.14,8.9,3.51,0.27,3.61,-0.88,-0.98,-0.87,0.51,-0.69,1.19,-0.72,-0.99,-0.75,-0.82,1.2,0.36,-0.93,-0.91,0.26,0.317,0.02
Mac Hecht,10,243,298,52,44,8,4,23,502,92.45,6115,4626,1489,56.04,40,32,1,1,0,21,61.76,0,241,2,228,spiders,2023,14.77,2.68,17.45,1.68,1.65,0.09,16.0,5.0,21.0,13.42,10.74,12.18,181.0,0.4,0.06,0.08,20.35,0.21,1.67,0.24,0.14,0.19,15.35,5.01,0.3,3.87,-0.74,-0.98,-0.69,2.55,-0.4,2.23,-0.44,-0.99,-0.46,-0.24,3.1,0.74,-0.6,-0.87,0.53,0.595,0.02
