Player,G,PP,POS,SCR,AST,GLS,BLK,+/-,Cmp,Cmp%,Y,TY,RY,OEFF,HA,T,S,D,C,Hck,Hck%,Pul,OPP,DPP,MP,Team,Year,AST/POS %,GLS/POS %,SCR/POS %,CMP/POS,BLK/PP %,PM/PP,TY/POS,RY/POS,Y/POS,HA/POS %,T/POS %,Y/CMP,team_avg_min,SCR_adj,BLK_adj,+/-_adj,Y_adj,HA_adj,Cmp_adj,AST_adj,GLS_adj,T_adj,TY_adj,RY_adj,Y/CMP_adj,SCR_Z,BLK_Z,PM_Z,Y_Z,HA_Z,CMP_Z,AST_Z,GLS_Z,T_Z,RY_Z,TY_Z,OEFF_Z,YperCMP_Z,Offensive_Value,Score
Tanner Graham,9,109,92,6,3,3,4,5,66,88.0,422,150,272,38.04,5,5,0,0,0,1,100.00,0,21,88,140,alleycats,2025,3.26,3.26,6.52,0.72,3.67,0.05,2.0,3.0,5.0,5.43,5.43,6.39,164.0,0.78,0.2,0.05,4.92,0.36,0.73,0.34,0.39,0.26,1.8,3.11,0.94,-0.01,0.12,-1.16,-1.39,0.11,-0.1,-0.01,-0.02,0.2,-1.03,-0.88,-1.28,-1.1,-1.04,-0.961
Mac Weber,11,193,132,7,2,5,7,6,89,92.71,711,456,255,49.24,6,7,0,1,0,1,33.33,0,21,172,207,radicals,2025,1.52,3.79,5.3,0.67,3.63,0.03,3.0,2.0,5.0,4.55,5.3,7.99,192.0,0.56,0.16,0.04,5.59,0.26,0.69,0.23,0.29,0.2,3.51,2.08,0.68,-0.41,-0.18,-1.32,-1.22,-0.32,-0.2,-0.48,-0.38,-0.2,-1.43,-0.39,-0.1,-0.93,-0.96,-0.997
Jason Zeidman,9,120,101,7,2,5,8,7,57,89.06,749,298,451,29.7,2,6,0,2,0,2,66.67,0,51,69,141,bighorns,2025,1.98,4.95,6.93,0.56,6.67,0.06,3.0,4.0,7.0,1.98,5.94,13.14,142.0,0.73,0.22,0.07,7.58,0.3,0.58,0.3,0.38,0.25,3.05,4.54,0.93,-0.1,0.28,-0.83,-0.74,-0.15,-0.48,-0.18,-0.06,0.13,-0.47,-0.52,-2.16,-0.38,-1.03,-1.026
Matthew Weaver,6,75,73,9,5,4,3,4,42,85.71,518,219,299,28.77,2,7,0,1,0,1,25.00,2,24,51,91,alleycats,2025,6.85,5.48,12.33,0.58,4.0,0.05,3.0,4.0,7.0,2.74,9.59,12.33,164.0,1.01,0.23,0.05,7.35,0.41,0.6,0.45,0.5,0.35,3.13,4.22,1.25,0.41,0.35,-1.16,-0.79,0.33,-0.43,0.46,0.38,0.78,-0.59,-0.5,-2.26,-0.46,-1.39,-1.035
Kai DeLorenzo,12,234,247,17,6,11,9,8,161,88.46,2380,1243,1137,45.75,9,17,0,1,1,6,75.00,52,134,100,271,radicals,2025,2.43,4.45,6.88,0.65,3.85,0.03,5.0,5.0,10.0,3.64,6.88,14.78,192.0,0.35,0.1,0.03,9.66,0.15,0.66,0.14,0.18,0.15,5.03,4.63,0.4,-0.8,-0.63,-1.48,-0.23,-0.8,-0.28,-0.87,-0.78,-0.52,-0.43,0.04,-0.47,-0.2,-0.89,-1.057
Brent Moore,8,125,92,11,3,8,10,14,30,83.33,562,53,509,33.7,2,6,0,1,0,0,0.00,34,35,90,147,bighorns,2025,3.26,8.7,11.96,0.33,8.0,0.11,1.0,6.0,6.0,2.17,6.52,18.73,142.0,0.84,0.26,0.14,6.36,0.33,0.36,0.34,0.44,0.27,0.8,5.56,1.07,0.1,0.58,0.3,-1.03,-0.02,-1.04,-0.01,0.16,0.26,-0.06,-1.17,-1.74,0.22,-1.09,-1.109
Brad Ellis,11,208,278,29,8,21,4,16,73,79.35,2134,364,1770,31.29,6,16,1,1,0,2,22.22,0,198,10,239,bighorns,2025,2.88,7.55,10.43,0.26,1.92,0.08,1.0,6.0,8.0,2.16,5.76,29.23,142.0,0.35,0.07,0.06,7.73,0.13,0.28,0.13,0.2,0.13,1.37,6.36,0.4,-0.8,-0.86,-0.99,-0.7,-0.89,-1.25,-0.91,-0.71,-0.65,0.25,-1.01,-1.99,1.34,-0.87,-1.129
Ryan Wolfe,12,177,127,10,5,5,4,1,53,84.13,891,340,551,37.01,3,9,0,4,0,4,57.14,1,29,148,202,steel,2025,3.94,3.94,7.87,0.42,2.26,0.01,3.0,4.0,7.0,2.36,7.09,16.81,163.0,0.61,0.14,0.01,7.17,0.25,0.44,0.27,0.3,0.22,2.77,4.4,0.77,-0.32,-0.33,-1.8,-0.84,-0.37,-0.84,-0.31,-0.34,-0.07,-0.52,-0.6,-1.39,0.02,-1.07,-1.191
Andrew Padula,10,170,114,8,3,5,6,2,155,93.37,744,581,163,41.23,4,10,0,2,0,0,--,0,32,138,197,aviators,2025,2.63,4.39,7.02,1.36,3.53,0.01,5.0,1.0,7.0,3.51,8.77,4.8,175.0,0.66,0.18,0.02,6.71,0.29,1.34,0.28,0.34,0.25,5.09,1.62,0.75,-0.23,-0.03,-1.64,-0.95,-0.19,1.46,-0.27,-0.2,0.13,-1.61,0.06,-0.94,-1.27,-1.21,-1.284
Zac Schakner,7,74,42,3,1,2,4,3,38,88.37,238,-1,239,30.95,2,4,0,0,0,0,0.00,1,12,62,103,aviators,2025,2.38,4.76,7.14,0.9,5.41,0.04,-0.0,6.0,6.0,4.76,9.52,6.26,175.0,1.55,0.4,0.06,6.23,0.68,0.91,0.66,0.79,0.51,0.51,5.72,1.94,1.4,1.64,-0.99,-1.07,1.5,0.36,1.37,1.43,1.83,-0.0,-1.25,-2.03,-1.11,-1.7,-1.304
James Shorey,11,160,169,8,3,5,3,2,46,83.64,724,192,532,27.22,4,9,0,0,0,0,0.00,0,118,42,191,bighorns,2025,1.78,2.96,4.73,0.27,1.88,0.01,1.0,3.0,4.0,2.37,5.33,15.74,142.0,0.45,0.1,0.01,4.48,0.2,0.29,0.19,0.23,0.17,1.25,3.23,0.58,-0.61,-0.63,-1.8,-1.49,-0.58,-1.22,-0.65,-0.6,-0.39,-0.98,-1.04,-2.42,-0.1,-1.21,-1.403
Ryan Kindell,7,103,73,2,1,1,8,4,15,75.0,250,44,206,42.47,2,5,0,1,0,0,0.00,12,7,96,122,thunderbirds,2025,1.37,1.37,2.74,0.21,7.77,0.04,1.0,3.0,3.0,2.74,6.85,16.67,152.0,0.92,0.29,0.05,3.91,0.41,0.26,0.4,0.46,0.32,0.88,3.03,1.3,0.25,0.81,-1.16,-1.63,0.33,-1.3,0.25,0.23,0.59,-1.06,-1.15,-0.81,0.0,-1.6,-1.433
Nicholas Betsch,10,203,169,26,18,8,7,3,188,86.24,2584,1850,734,39.64,8,27,0,3,0,8,61.54,32,76,127,202,alleycats,2025,10.65,4.73,15.38,1.11,3.45,0.01,11.0,4.0,15.0,4.73,15.98,13.74,164.0,0.55,0.13,0.02,15.17,0.22,1.11,0.28,0.25,0.27,10.78,4.39,0.57,-0.43,-0.4,-1.64,1.12,-0.5,0.87,-0.27,-0.52,0.26,-0.52,1.7,-1.11,-0.31,-1.31,-1.454
Porter Stobbe,10,181,222,31,18,13,5,9,62,70.45,1929,758,1171,31.08,4,24,0,3,0,10,47.62,0,153,28,192,bighorns,2025,8.11,5.86,13.96,0.28,2.76,0.05,3.0,5.0,9.0,1.8,10.81,31.11,142.0,0.44,0.09,0.04,8.74,0.15,0.3,0.21,0.21,0.19,3.45,5.29,0.51,-0.63,-0.71,-1.32,-0.45,-0.8,-1.2,-0.57,-0.67,-0.26,-0.17,-0.41,-2.02,1.55,-1.32,-1.535
Jake Felton,12,292,371,80,62,18,4,16,406,83.88,6542,4760,1782,36.12,18,66,0,2,0,49,59.04,9,276,16,298,mechanix,2025,16.71,4.85,21.56,1.09,1.37,0.05,13.0,5.0,18.0,4.85,17.79,16.11,144.0,0.4,0.05,0.04,17.55,0.13,1.09,0.24,0.14,0.23,12.73,4.82,0.27,-0.71,-1.01,-1.32,1.7,-0.89,0.82,-0.44,-0.92,0.0,-0.36,2.26,-1.48,-0.06,-1.18,-1.697
Ben Thoennes,8,204,185,41,30,11,13,12,205,80.39,3933,2598,1335,41.62,14,41,1,1,0,26,53.06,81,93,111,223,steel,2025,16.22,5.95,22.16,1.11,6.37,0.06,14.0,7.0,21.0,7.57,22.16,19.19,163.0,0.58,0.15,0.06,20.99,0.23,1.11,0.32,0.24,0.32,13.81,7.18,0.55,-0.37,-0.25,-0.99,2.54,-0.45,0.87,-0.1,-0.56,0.59,0.57,2.57,-0.9,0.27,-1.56,-1.825
Gregory Moreno,9,170,110,10,7,3,10,6,85,86.73,845,350,495,29.09,4,13,0,1,0,1,33.33,0,37,133,176,mechanix,2025,6.36,2.73,9.09,0.77,5.88,0.04,3.0,4.0,8.0,3.64,11.82,9.94,144.0,0.7,0.22,0.05,7.83,0.3,0.78,0.32,0.33,0.29,3.26,4.57,0.83,-0.15,0.28,-1.16,-0.68,-0.15,0.03,-0.1,-0.24,0.39,-0.45,-0.46,-2.23,-0.72,-1.82,-2.012
